dataset,attack,row_percent,metric,clean,poisoned_mean,poisoned_std,delta_mean,delta_std,relative_pct,relative_unstable,n_runs
url_unique,label-flip,16,roc_auc,0.9935303437680046,0.9606835349849561,0.0008673150149704257,-0.032846808783048465,0.0008673150149704257,-3.306070014779377,False,5
url_unique,label-flip,16,accuracy,0.965,0.8606,0.004963869458396347,-0.10439999999999998,0.004963869458396347,-10.81865284974093,False,5
url_unique,label-flip,16,balanced_accuracy,0.9649750336086038,0.8591527431022341,0.00500367422382083,-0.10582229050636967,0.00500367422382083,-10.966324186713772,False,5
url_unique,label-flip,16,mcc,0.9299816952293017,0.731894443288958,0.009507316566471911,-0.19808725194034377,0.009507316566471911,-21.300123750446744,False,5
url_unique,label-flip,64,ce,0.09327701014613272,1.8195611160407814,0.0036907803817066206,1.7262841058946488,0.0036907803817066206,1850.7069461061842,False,5
url_unique,label-flip,64,roc_auc,0.9935303437680046,0.211578964214839,0.0010052414013738194,-0.7819513795531656,0.0010052414013738066,-78.70432790080501,False,5
url_unique,label-flip,64,accuracy,0.965,0.29679999999999995,0.0018330302779823377,-0.6681999999999999,0.0018330302779823472,-69.24352331606217,False,5
url_unique,label-flip,64,balanced_accuracy,0.9649750336086038,0.2978362460789962,0.001872397280623524,-0.6671387875296075,0.001872397280623522,-69.135341775091,False,5
url_unique,label-flip,64,mcc,0.9299816952293017,-0.40807580083375894,0.0035067068898331282,-1.3380574960630607,0.003506706889833095,-143.87998203912406,False,5
wids,x-capgd,1,ce,0.20898880577437587,0.212140743776643,0.0005544416701798333,0.003151938002267102,0.0005544416701798333,1.5081850870375952,False,5
wids,x-capgd,1,roc_auc,0.8794871794871796,0.8761953601953602,0.0005378285160743193,-0.003291819291819387,0.0005378285160743193,-0.37428849090657745,False,5
wids,x-capgd,1,accuracy,0.925,0.925,0.0,0.0,0.0,0.0,False,5
wids,x-capgd,1,balanced_accuracy,0.6534188034188034,0.6534188034188034,0.0,0.0,0.0,0.0,False,5
wids,x-capgd,1,mcc,0.4328728435534341,0.4328728435534341,0.0,0.0,0.0,0.0,False,5
wids,x-capgd,4,ce,0.20898880577437587,0.22793318156518558,0.00211030591509323,0.01894437579080972,0.00211030591509323,9.064780154427051,False,5
wids,x-capgd,4,roc_auc,0.8794871794871796,0.8586129426129426,0.003956696610267797,-0.02087423687423695,0.003956696610267797,-2.3734555046508485,False,5
wids,x-capgd,4,accuracy,0.925,0.9241999999999999,0.001166190378969061,-0.0008000000000000007,0.001166190378969061,-0.08648648648648656,False,5
wids,x-capgd,4,balanced_accuracy,0.6534188034188034,0.6449694749694749,0.004394349298496002,-0.008449328449328464,0.004394349298496002,-1.2930953938148204,False,5
wids,x-capgd,4,mcc,0.4328728435534341,0.4204653543673902,0.010212739279832904,-0.012407489186043886,0.010212739279832904,-2.8663126760716504,False,5
